comid,tocomid,water,snow,developed_op,developed_lw,developed_md,developed_hg,barren,forest_dcd,forest_evg,forest_mxd,shrub,grass,pasture,crops,wetland_wood,wetland_herb,basin,forest_scp,grass_scp,shrub_scp,water_scp,human_scp,barren_scp,ht,hmax,hrel,simpson_d
23785923,23785921,1.48,0,0.44,0.01,0,0,0.48,0.05,76.76,0.53,19.31,0.87,0.01,0.03,0.01,0,willamette,77.34,0.87,19.31,1.49,0.49,0.48,0.969301929,2.584962501,0.374977172,0.36422008
23785925,23785923,1.48,0,0.44,0.01,0,0,0.48,0.05,76.76,0.53,19.31,0.87,0.01,0.03,0.01,0,willamette,77.34,0.87,19.31,1.49,0.49,0.48,0.969301929,2.584962501,0.374977172,0.36422008
23785927,23785925,1.46,0,0.44,0.01,0,0,0.47,0.05,76.75,0.53,19.36,0.87,0.01,0.03,0.01,0,willamette,77.33,0.87,19.36,1.47,0.49,0.47,0.968365718,2.584962501,0.374614996,0.36418827
23785929,23785927,1.43,0,0.43,0.01,0,0,0.47,0.05,77.26,0.51,18.93,0.87,0.01,0.03,0.01,0,willamette,77.82,0.87,18.93,1.44,0.48,0.47,0.957113128,2.584962501,0.3702619,0.35824209
23785931,23785929,1.41,0,0.43,0.01,0,0,0.46,0.05,77.23,0.49,18.98,0.87,0.01,0.03,0.01,0,willamette,77.77,0.87,18.98,1.42,0.48,0.46,0.956418265,2.584962501,0.369993091,0.35883714
23785933,23785931,1.36,0,0.42,0.01,0,0,0.44,0.05,77.2,0.48,19.09,0.88,0.01,0.03,0.01,0,willamette,77.73,0.88,19.09,1.37,0.47,0.44,0.954176019,2.584962501,0.369125671,0.35905532
23785935,23785933,1.22,0,0.4,0.01,0,0,0.41,0.05,77.48,0.44,19.06,0.87,0.01,0.03,0.01,0,willamette,77.97,0.87,19.06,1.23,0.45,0.41,0.940856581,2.584962501,0.363973009,0.35547551
23785937,23785935,1.12,0,0.4,0.01,0,0,0.39,0.05,77.85,0.42,18.87,0.83,0.01,0.04,0.01,0,willamette,78.32,0.83,18.87,1.13,0.46,0.39,0.927478297,2.584962501,0.358797583,0.35075712
23785939,23785937,0.99,0,0.4,0.01,0,0,0.36,0.04,78.16,0.4,18.8,0.78,0.01,0.04,0,0,willamette,78.6,0.78,18.8,0.99,0.46,0.36,0.911781968,2.584962501,0.352725414,0.34666703
23785941,23785939,1.26,0,0,0,0,0,0.48,0.06,75.3,0.63,21.09,1.08,0.02,0.07,0,0,willamette,75.99,1.08,21.09,1.26,0.09,0.48,0.970656752,2.584962501,0.375501289,0.37777393
23785943,23785941,0.58,0,0,0,0,0,0.38,0.06,75.74,0.49,21.76,0.9,0,0.08,0,0,willamette,76.29,0.9,21.76,0.58,0.08,0.38,0.919620727,2.584962501,0.35575786,0.37050411
23785945,23785943,0.04,0,0,0,0,0,0.14,0.05,78.11,0.29,20.96,0.41,0,0,0,0,willamette,78.45,0.41,20.96,0.04,0,0.14,0.797496618,2.584962501,0.308513805,0.34060866
23785947,23785945,0.04,0,0,0,0,0,0.14,0.05,78.01,0.27,21.08,0.4,0,0,0,0,willamette,78.33,0.4,21.08,0.04,0,0.14,0.799060432,2.584962501,0.309118771,0.34198635
23785949,23785947,0.04,0,0,0,0,0,0.14,0.05,78.02,0.27,21.08,0.4,0,0,0,0,willamette,78.34,0.4,21.08,0.04,0,0.14,0.799015745,2.584962501,0.309101484,0.34182968
23785951,23785949,0.04,0,0,0,0,0,0.14,0.04,78.27,0.23,20.93,0.34,0,0,0,0,willamette,78.54,0.34,20.93,0.04,0,0.14,0.791570884,2.584962501,0.306221419,0.33932667
23785953,23785951,0.04,0,0,0,0,0,0.14,0.04,78.67,0.18,20.58,0.34,0,0,0,0,willamette,78.89,0.34,20.58,0.04,0,0.14,0.784839027,2.584962501,0.303617181,0.33526947
23785955,23785953,0.04,0,0,0,0,0,0.14,0.04,79.22,0.16,20.07,0.34,0,0,0,0,willamette,79.42,0.34,20.07,0.04,0,0.14,0.774747071,2.584962501,0.299713079,0.32895219
23785957,23785955,0.04,0,0,0,0,0,0.14,0.03,79.61,0.14,19.69,0.34,0,0,0,0,willamette,79.78,0.34,19.69,0.04,0,0.14,0.767229845,2.584962501,0.296805019,0.32473187
23785959,23785957,0.04,0,0,0,0,0,0.14,0.03,80.11,0.13,19.21,0.33,0,0,0,0,willamette,80.27,0.33,19.21,0.04,0,0.14,0.756643335,2.584962501,0.292709598,0.31875729
23785961,23785959,0.04,0,0,0,0,0,0.15,0.03,80.65,0.11,18.7,0.33,0,0,0,0,willamette,80.79,0.33,18.7,0.04,0,0.15,0.746823587,2.584962501,0.288910801,0.31231529
23785963,23785961,0.04,0,0,0,0,0,0.14,0.03,81.84,0.09,17.57,0.29,0,0,0,0,willamette,81.96,0.29,17.57,0.04,0,0.14,0.718264257,2.584962501,0.277862544,0.29737482
23785965,23785963,0.05,0,0,0,0,0,0.11,0.02,85.16,0.07,14.48,0.11,0,0,0,0,willamette,85.25,0.11,14.48,0.05,0,0.11,0.62705777,2.584962501,0.242579059,0.25227404
23785967,23785965,0.05,0,0,0,0,0,0.11,0.02,86.7,0.04,13,0.08,0,0,0,0,willamette,86.76,0.08,13,0.05,0,0.11,0.584937853,2.584962501,0.226284851,0.23036814
23785969,23785967,0.05,0,0,0,0,0,0.12,0.01,86.07,0.04,13.62,0.09,0,0,0,0,willamette,86.12,0.09,13.62,0.05,0,0.12,0.603628133,2.584962501,0.233515238,0.23978162
23785971,23785969,0.05,0,0,0,0,0,0.13,0.01,85.48,0.04,14.2,0.09,0,0,0,0,willamette,85.53,0.09,14.2,0.05,0,0.13,0.619797691,2.584962501,0.239770477,0.24829516
23785973,23785971,0.05,0,0,0,0,0,0.13,0.01,85.28,0.04,14.39,0.09,0,0,0,0,willamette,85.33,0.09,14.39,0.05,0,0.13,0.624738015,2.584962501,0.241681655,0.25116915
23785975,23785973,0.06,0,0,0,0,0,0.13,0.01,84.95,0.04,14.71,0.1,0,0,0,0,willamette,85,0.1,14.71,0.06,0,0.13,0.634897102,2.584962501,0.245611726,0.25585854
23785977,23785975,0.06,0,0,0,0,0,0.09,0.01,84.18,0.04,15.5,0.11,0,0,0,0,willamette,84.23,0.11,15.5,0.06,0,0.09,0.651705323,2.584962501,0.252114034,0.26650333
23785979,23785977,0.02,0,0,0,0,0,0.03,0.02,83.26,0.06,16.46,0.15,0,0,0,0,willamette,83.34,0.15,16.46,0.02,0,0.03,0.667604125,2.584962501,0.25826453,0.2783489
23785981,23785979,0.03,0,0,0,0,0,0.03,0.02,83.18,0.03,16.55,0.17,0,0,0,0,willamette,83.23,0.17,16.55,0.03,0,0.03,0.672641016,2.584962501,0.260213065,0.27988339
23785983,23785981,0.03,0,0,0,0,0,0.04,0.02,81.76,0.03,17.94,0.17,0,0,0,0,willamette,81.81,0.17,17.94,0.03,0,0.04,0.70524342,2.584962501,0.272825397,0.29852489
23785985,23785983,0.04,0,0,0,0,0,0.05,0.02,81.81,0.02,17.88,0.19,0,0,0,0,willamette,81.85,0.19,17.88,0.04,0,0.05,0.707813448,2.584962501,0.273819619,0.29808429
23785987,23785985,0.05,0,0,0,0,0,0.02,0,83.87,0,16,0.07,0,0,0,0,willamette,83.87,0.07,16,0.05,0,0.02,0.651212446,2.584962501,0.251923363,0.27098153
23785989,23785987,0.03,0,0,0,0,0,0.02,0,83.27,0,16.63,0.06,0,0,0,0,willamette,83.27,0.06,16.63,0.03,0,0.02,0.662817791,2.584962501,0.256412923,0.27895453
23785991,23785989,0,0,0,0,0,0,0,0,78.07,0,21.89,0.04,0,0,0,0,willamette,78.07,0.04,21.89,0,0,0,0.76310329,2.584962501,0.29520865,0.34259014
23785993,23785991,0,0,0,0,0,0,0,0,79.33,0,20.67,0,0,0,0,0,willamette,79.33,0,20.67,0,0,0,0.735127377,2.584962501,0.284386089,0.32795022
23785995,23785993,0,0,0,0,0,0,0,0,75.24,0,24.76,0,0,0,0,0,willamette,75.24,0,24.76,0,0,0,0.807452007,2.584962501,0.312365076,0.37258848
23785997,23785977,0.13,0,0,0,0.01,0,0.07,0.01,84.77,0,14.95,0.07,0,0,0,0,willamette,84.78,0.07,14.95,0.13,0.01,0.07,0.640390924,2.584962501,0.247737027,0.25888223
23785999,23785997,0.15,0,0,0,0.01,0,0.08,0.01,83.63,0,16.04,0.08,0,0,0,0,willamette,83.64,0.08,16.04,0.15,0.01,0.08,0.670926659,2.584962501,0.259549862,0.27470334
23786001,23785999,0.22,0,0,0,0.01,0.01,0.1,0.02,84.88,0,14.72,0.04,0,0,0,0,willamette,84.9,0.04,14.72,0.22,0.02,0.1,0.643746418,2.584962501,0.249035109,0.25752512
23786003,23786001,0.23,0,0,0,0.02,0.01,0,0.02,85.97,0,13.73,0.03,0,0,0,0,willamette,85.99,0.03,13.73,0.23,0.03,0,0.607822922,2.584962501,0.235138004,0.24171523
23786005,23786003,0.3,0,0,0,0.02,0,0,0.03,88.69,0,10.94,0.01,0,0,0,0,willamette,88.72,0.01,10.94,0.3,0.02,0,0.53126864,2.584962501,0.205522765,0.20089875
23786007,23786005,0.45,0,0,0,0,0,0,0.04,85.35,0,14.16,0,0,0,0,0,willamette,85.39,0,14.16,0.45,0,0,0.628978975,2.584962501,0.243322282,0.25078398
23786009,23785939,0.64,0,0.84,0.03,0,0,0.23,0.02,81.33,0.16,16.3,0.45,0,0,0,0,willamette,81.51,0.45,16.3,0.64,0.87,0.23,0.828424494,2.584962501,0.320478341,0.3089008
23786011,23786009,0.43,0,0.85,0.03,0,0,0.19,0.02,81.52,0.15,16.37,0.45,0,0,0,0,willamette,81.69,0.45,16.37,0.43,0.88,0.19,0.81195895,2.584962501,0.314108599,0.30575691
23786013,23786011,0.08,0,0.81,0.02,0,0,0.15,0.02,81.78,0.14,16.62,0.38,0,0,0,0,willamette,81.94,0.38,16.62,0.08,0.83,0.15,0.775983802,2.584962501,0.300191512,0.30087498
23786015,23786013,0.01,0,0.82,0.02,0,0,0.1,0.02,82.3,0.13,16.29,0.31,0,0,0,0,willamette,82.45,0.31,16.29,0.01,0.84,0.1,0.751060334,2.584962501,0.290549798,0.29358216
23786017,23786015,0.01,0,0.82,0.02,0,0,0.08,0.01,82.49,0.11,16.29,0.19,0,0,0,0,willamette,82.61,0.19,16.29,0.01,0.84,0.08,0.738942093,2.584962501,0.285861823,0.29094756
23786019,23786017,0,0,0.8,0.02,0,0,0.07,0.01,82.36,0.1,16.45,0.18,0,0,0,0,willamette,82.47,0.18,16.45,0,0.82,0.07,0.738151899,2.584962501,0.285556134,0.29273869
23786021,23786019,0,0,0.8,0.02,0,0,0.07,0.01,82.42,0.11,16.41,0.17,0,0,0,0,willamette,82.54,0.17,16.41,0,0.82,0.07,0.736240571,2.584962501,0.284816732,0.29171541
23786023,23786021,0,0,0.8,0.02,0,0,0.07,0.01,82.36,0.11,16.46,0.17,0,0,0,0,willamette,82.48,0.17,16.46,0,0.82,0.07,0.737450351,2.584962501,0.285284739,0.29254118
23786025,23786023,0,0,0.8,0.02,0,0,0.07,0.01,82.59,0.1,16.25,0.17,0,0,0,0,willamette,82.7,0.17,16.25,0,0.82,0.07,0.732498591,2.584962501,0.283369136,0.28959413
23786027,23786025,0,0,0.77,0.02,0,0,0.06,0.01,82.58,0.1,16.3,0.16,0,0,0,0,willamette,82.69,0.16,16.3,0,0.79,0.06,0.729783769,2.584962501,0.2823189,0.28960206
23786029,23786027,0,0,0.8,0.02,0,0,0.06,0,82.53,0.1,16.33,0.16,0,0,0,0,willamette,82.63,0.16,16.33,0,0.82,0.06,0.732490708,2.584962501,0.283366087,0.29049126
23786031,23786029,0,0,0.82,0.02,0,0,0.06,0,82.79,0.09,16.07,0.15,0,0,0,0,willamette,82.88,0.15,16.07,0,0.84,0.06,0.726795109,2.584962501,0.281162728,0.2871929
23786033,23786031,0,0,0.86,0.02,0,0,0.06,0.01,83.25,0.1,15.53,0.17,0,0,0,0,willamette,83.36,0.17,15.53,0,0.88,0.06,0.718302597,2.584962501,0.277877376,0.28091226
23786035,23786033,0,0,0.82,0.02,0,0,0.07,0.01,83.09,0.1,15.73,0.17,0,0,0,0,willamette,83.2,0.17,15.73,0,0.84,0.07,0.721477603,2.584962501,0.279105636,0.28295877
23786037,23786035,0,0,0.81,0.02,0,0,0.07,0.01,83.05,0.09,15.78,0.17,0,0,0,0,willamette,83.15,0.17,15.78,0,0.83,0.07,0.722059512,2.584962501,0.279330749,0.28363464
23786039,23786037,0,0,1.2,0.03,0,0,0.11,0.01,81.42,0.11,16.86,0.26,0,0,0,0,willamette,81.54,0.26,16.86,0,1.23,0.11,0.784273484,2.584962501,0.303398399,0.30653762
23786041,23786039,0,0,1.23,0.04,0,0,0.04,0.01,84.66,0.09,13.89,0.04,0,0,0,0,willamette,84.76,0.04,13.89,0,1.27,0.04,0.686788886,2.584962501,0.265686208,0.26211942
23786043,23786041,0,0,1.21,0.04,0,0,0.04,0.01,84.72,0.09,13.85,0.04,0,0,0,0,willamette,84.82,0.04,13.85,0,1.25,0.04,0.684529632,2.584962501,0.26481221,0.26121794
23786045,23786043,0,0,1.19,0.04,0,0,0.04,0.01,84.38,0.09,14.2,0.04,0,0,0,0,willamette,84.48,0.04,14.2,0,1.23,0.04,0.692433628,2.584962501,0.267869893,0.26599735
23786047,23786045,0,0,1.2,0.04,0.01,0,0.05,0.01,83.44,0.09,15.12,0.05,0,0,0,0,willamette,83.54,0.05,15.12,0,1.25,0.05,0.718907008,2.584962501,0.278111194,0.27908865
23786049,23786047,0,0,1.27,0.05,0.01,0,0.05,0.01,84.28,0.08,14.22,0.03,0,0,0,0,willamette,84.37,0.03,14.22,0,1.33,0.05,0.698910325,2.584962501,0.270375421,0.26777224
23786051,23786049,0,0,1.35,0.05,0.01,0,0.06,0.01,83.15,0.09,15.26,0.02,0,0,0,0,willamette,83.25,0.02,15.26,0,1.41,0.06,0.72962367,2.584962501,0.282256965,0.28345778
23786053,23786051,0,0,1.29,0.06,0.01,0,0,0.01,81.1,0.06,17.45,0.03,0,0,0,0,willamette,81.17,0.03,17.45,0,1.36,0,0.771721326,2.584962501,0.298542562,0.31050781
23786055,23786053,0,0,1.31,0.07,0.01,0,0,0,81.54,0.06,16.99,0.03,0,0,0,0,willamette,81.6,0.03,16.99,0,1.39,0,0.763181059,2.584962501,0.295238735,0.30508469
23786057,23786055,0,0,1.39,0.08,0.01,0,0,0,79.6,0.08,18.82,0.04,0,0,0,0,willamette,79.68,0.04,18.82,0,1.48,0,0.809218015,2.584962501,0.313048261,0.32947132
23786059,23786057,0,0,1.37,0.07,0.01,0,0,0,79.99,0.04,18.5,0.03,0,0,0,0,willamette,80.03,0.03,18.5,0,1.45,0,0.799708966,2.584962501,0.309369658,0.32508457
23786061,23786059,0,0,1.6,0.04,0.01,0,0,0,78.21,0.04,20.07,0.03,0,0,0,0,willamette,78.25,0.03,20.07,0,1.65,0,0.8430908,2.584962501,0.326152043,0.34714092
23786063,23786061,0,0,1.9,0.05,0.01,0,0,0,79.26,0,18.74,0.04,0,0,0,0,willamette,79.26,0.04,18.74,0,1.96,0,0.834214815,2.584962501,0.322718343,0.33628216
23786065,23786063,0,0,1.95,0,0,0,0,0,78.47,0,19.53,0.05,0,0,0,0,willamette,78.47,0.05,19.53,0,1.95,0,0.850901038,2.584962501,0.329173455,0.34572332
23786067,23786065,0,0,1.46,0,0,0,0,0,83.47,0,15.05,0.02,0,0,0,0,willamette,83.47,0.02,15.05,0,1.46,0,0.720258998,2.584962501,0.278634215,0.28041246
23786069,23786067,0,0,2.68,0,0,0,0,0,82.56,0,14.72,0.04,0,0,0,0,willamette,82.56,0.04,14.72,0,2.68,0,0.779603647,2.584962501,0.301591859,0.2959984
23786071,23785701,0.02,0,0.37,0.05,0.01,0.01,1.18,0.28,61.4,2.63,18.81,9.04,4.66,1.56,0,0,willamette,64.31,9.04,18.81,0.02,6.66,1.18,1.514765342,2.584962501,0.585991225,0.53829378
23786073,23786071,0.01,0,0.11,0.03,0.01,0.01,1.3,0.22,63.98,2.32,19.14,8.35,3.2,1.32,0,0,willamette,66.52,8.35,19.14,0.01,4.68,1.3,1.436398032,2.584962501,0.555674611,0.5115435
23786075,23786073,0.01,0,0,0,0.01,0.01,1.44,0.25,66.43,2.35,19.13,7.85,1.44,1.08,0,0,willamette,69.03,7.85,19.13,0.01,2.54,1.44,1.337772394,2.584962501,0.517521006,0.47987544
23786077,23786075,0.01,0,0,0,0.01,0.01,1.53,0.19,67.65,2.25,19.23,6.64,1.34,1.14,0,0,willamette,70.09,6.64,19.23,0.01,2.5,1.53,1.303206382,2.584962501,0.504149047,0.46649184
23786079,23786077,0.02,0,0,0,0,0,1.97,0.08,70.83,1.85,19.67,4.94,0.45,0.18,0,0,willamette,72.76,4.94,19.67,0.02,0.63,1.97,1.169717979,2.584962501,0.452508684,0.42903917
23786081,23786079,0.03,0,0,0,0,0,2.47,0.03,75.27,1.08,17.05,3.77,0.3,0,0,0,willamette,76.38,3.77,17.05,0.03,0.3,2.47,1.070886469,2.584962501,0.414275437,0.38549884
23786083,23786081,0.03,0,0,0,0,0,2.9,0.03,78.67,0.4,13.97,3.99,0,0,0,0,willamette,79.1,3.99,13.97,0.03,0,2.9,1.001274575,2.584962501,0.38734588,0.35236981
23786085,23786083,0,0,0,0,0,0,2.44,0.01,77.54,0.18,15.23,4.6,0,0,0,0,willamette,77.73,4.6,15.23,0,0,2.44,1.031063568,2.584962501,0.398869836,0.36989806
23786087,23786085,0,0,0,0,0,0,1.25,0,78.43,0,14.28,6.04,0,0,0,0,willamette,78.43,6.04,14.28,0,0,1.25,0.999489781,2.584962501,0.386655428,0.36067726
23786089,23785683,0.01,0,1.43,0.36,0.07,0.01,0.25,0.29,52.02,1.65,10.76,11.58,16.73,4.82,0.01,0,willamette,53.96,11.58,10.76,0.02,23.42,0.25,1.701056407,2.584962501,0.658058446,0.62898851
23786091,23786089,0.01,0,1.43,0.36,0.07,0.01,0.25,0.29,52.02,1.65,10.76,11.58,16.73,4.82,0.01,0,willamette,53.96,11.58,10.76,0.02,23.42,0.25,1.701056407,2.584962501,0.658058446,0.62898851
23786093,23786091,0.01,0,1.44,0.36,0.07,0.01,0.27,0.23,52.76,1.64,11,11.09,16.13,4.98,0,0,willamette,54.63,11.09,11,0.01,22.99,0.27,1.690629548,2.584962501,0.654024787,0.62429619
23786095,23786093,0.01,0,0.36,0.14,0.01,0,0.3,0.22,56.39,1.76,11.82,10.81,13.79,4.38,0,0,willamette,58.37,10.81,11.82,0.01,18.68,0.3,1.643080792,2.584962501,0.635630417,0.59873421
23786097,23786095,0.01,0,0.37,0.15,0.01,0,0.31,0.23,57.29,1.81,12.22,10.78,12.96,3.86,0,0,willamette,59.33,10.78,12.22,0.01,17.35,0.31,1.629466337,2.584962501,0.630363627,0.59132956
23786099,23786097,0.02,0,0.22,0.08,0.01,0,0.31,0.16,62.24,1.98,13.47,9.84,8.85,2.81,0.01,0,willamette,64.38,9.84,13.47,0.03,11.97,0.31,1.523686577,2.584962501,0.58944243,0.54335712
23786101,23786099,0.02,0,0,0.01,0,0,0.36,0.15,66.24,2.2,14.68,8.62,5.77,1.93,0.01,0,willamette,68.59,8.62,14.68,0.03,7.71,0.36,1.402031925,2.584962501,0.542379986,0.49460305
23786103,23786101,0.01,0,0,0,0,0,0.41,0.16,70.72,2.19,14.6,6.97,3.57,1.36,0.01,0,willamette,73.07,6.97,14.6,0.02,4.93,0.41,1.252921719,2.584962501,0.484696284,0.43745608
23786105,23786103,0.02,0,0,0,0,0,0.49,0.15,72.97,1.76,13.72,6.28,3.5,1.11,0.01,0,willamette,74.88,6.28,13.72,0.03,4.61,0.49,1.20221755,2.584962501,0.465081234,0.41438157
23786107,23786105,0.04,0,0,0,0,0,0.4,0.12,77.67,2.49,13.64,3,2.42,0.19,0.02,0,willamette,80.28,3,13.64,0.06,2.61,0.4,0.973708039,2.584962501,0.376681688,0.33530963
23786109,23786107,0,0,0,0,0,0,0.49,0,81.95,2.41,14.43,0.69,0,0,0.03,0,willamette,84.36,0.69,14.43,0.03,0,0.49,0.700647458,2.584962501,0.271047436,0.26744484
23786111,23786109,0,0,0,0,0,0,0.88,0,77.63,0.07,21.13,0.23,0,0,0.05,0,willamette,77.7,0.23,21.13,0.05,0,0.88,0.842376615,2.584962501,0.325875758,0.35154033
23786113,23786111,0,0,0,0,0,0,0.89,0,77.52,0.07,21.23,0.23,0,0,0.05,0,willamette,77.59,0.23,21.23,0.05,0,0.89,0.844896567,2.584962501,0.326850609,0.35282315
23786115,23785663,0.34,0,1.74,0.53,0.06,0.03,0,0.75,35.17,1.28,6.91,11.1,33.35,8.27,0.46,0,willamette,37.2,11.1,6.91,0.8,43.98,0,1.72607187,2.584962501,0.667735748,0.65103215
23786117,23786115,0.33,0,1.58,0.48,0.06,0.03,0,0.76,35.86,1.29,7.05,11.32,33.09,7.67,0.47,0,willamette,37.91,11.32,7.05,0.8,42.91,0,1.735557716,2.584962501,0.671405375,0.65430789
23786119,23786117,0.33,0,1.58,0.48,0.06,0.03,0,0.76,35.87,1.29,7.05,11.33,33.07,7.67,0.47,0,willamette,37.92,11.33,7.05,0.8,42.89,0,1.735767705,2.584962501,0.671486609,0.65438101
23786121,23786119,0.27,0,1.45,0.44,0.07,0.03,0,0.81,37.88,1.38,7.52,11.92,29.76,7.96,0.5,0,willamette,40.07,11.92,7.52,0.77,39.71,0,1.7583861,2.584962501,0.680236599,0.66182813
23786123,23786121,0.1,0,1.08,0.26,0.01,0,0,0.89,44.9,1.61,9.51,12.56,22.36,6.38,0.34,0,willamette,47.4,12.56,9.51,0.44,30.09,0,1.765055243,2.584962501,0.682816576,0.65994446
23786125,23786123,0.03,0,1.01,0.2,0.01,0,0,0.86,50.48,1.89,10.96,13.3,15.27,5.66,0.34,0,willamette,53.23,13.3,10.96,0.37,22.15,0,1.732452139,2.584962501,0.670203973,0.63787961
23786127,23786125,0,0,0.53,0.17,0.01,0,0,0.82,50.49,2.11,12.09,14.07,13.95,5.7,0.06,0,willamette,53.42,14.07,12.09,0.06,20.36,0,1.723735933,2.584962501,0.666832085,0.63876374
23786129,23786127,0,0,0,0,0,0,0,1.01,50.21,2.67,14.49,15.98,9.03,6.59,0,0,willamette,53.89,15.98,14.49,0,15.62,0,1.725688268,2.584962501,0.667587351,0.6386563
23786131,23786129,0,0,0.01,0.01,0.01,0,0,1.12,51.51,3.5,15.17,13.99,4.22,10.45,0,0,willamette,56.13,13.99,15.17,0,14.7,0,1.683995074,2.584962501,0.651458222,0.62074841
23786133,23785645,0.08,0,0.82,0.37,0.05,0.01,0.59,0.5,53.06,1.77,6.8,4.14,24,7.11,0.67,0.04,willamette,55.33,4.14,6.8,0.79,32.36,0.59,1.551952049,2.584962501,0.600377007,0.58270697
23786135,23786133,0.08,0,0.82,0.37,0.05,0.01,0.59,0.5,53.06,1.77,6.8,4.14,24,7.11,0.67,0.04,willamette,55.33,4.14,6.8,0.79,32.36,0.59,1.551952049,2.584962501,0.600377007,0.58270697
23786137,23786135,0.08,0,0.81,0.36,0.05,0.01,0.59,0.51,53.6,1.78,6.87,4.18,23.8,6.69,0.63,0.03,willamette,55.89,4.18,6.87,0.74,31.72,0.59,1.547522866,2.584962501,0.598663565,0.58045845
23786139,23786137,0.08,0,0.77,0.31,0.05,0.01,0.61,0.44,54.61,1.81,6.96,4.11,23.33,6.45,0.44,0.02,willamette,56.86,4.11,6.96,0.54,30.92,0.61,1.529132776,2.584962501,0.591549307,0.57448966
23786141,23786139,0.06,0,0.67,0.26,0.04,0.01,0.62,0.46,56.08,1.85,7.15,4.23,21.71,6.45,0.39,0.01,willamette,58.39,4.23,7.15,0.46,29.14,0.62,1.517943029,2.584962501,0.587220522,0.56718569
23786143,23786141,0.07,0,1.4,0.61,0.11,0.03,0.01,0.34,25.55,1.84,4.78,6.81,47.23,10.78,0.41,0.03,willamette,27.73,6.81,4.78,0.51,60.16,0.01,1.468012619,2.584962501,0.567904803,0.55423368
23786145,23786143,0.07,0,1.2,0.59,0.09,0.03,0.02,0.31,29.56,2.14,5.3,6.44,42.8,11.17,0.27,0,willamette,32.01,6.44,5.3,0.34,55.88,0.02,1.504989401,2.584962501,0.582209375,0.57831059
23786147,23786145,0.08,0,1.13,0.55,0.09,0.03,0.02,0.3,31.36,2.24,5.53,6.55,40.39,11.48,0.25,0,willamette,33.9,6.55,5.53,0.33,53.67,0.02,1.529108577,2.584962501,0.591539945,0.58967284
23786149,23786147,0.09,0,1.21,0.59,0.1,0.03,0.02,0.3,33.44,2.4,5.93,6.97,38.29,10.43,0.22,0,willamette,36.14,6.97,5.93,0.31,50.65,0.02,1.56551612,2.584962501,0.605624306,0.60446356
23786151,23786149,0.1,0,1.22,0.59,0.1,0.03,0.02,0.31,34.64,2.61,6.29,6.85,36.61,10.42,0.22,0,willamette,37.56,6.85,6.29,0.32,48.97,0.02,1.579954026,2.584962501,0.61120965,0.61045961
23786153,23786151,0.11,0,1.2,0.57,0.1,0.03,0.03,0.31,37.28,2.86,6.61,6.67,33.13,11.03,0.06,0,willamette,40.45,6.67,6.61,0.17,46.06,0.03,1.582098956,2.584962501,0.612039423,0.61540631
23786155,23786153,0.12,0,1.21,0.62,0.11,0.03,0.03,0.3,38.36,3.16,6.9,6.15,31.38,11.56,0.07,0,willamette,41.82,6.15,6.9,0.19,44.91,0.03,1.578914942,2.584962501,0.610807678,0.614871
23786157,23786155,0.06,0,1.14,0.57,0.09,0.03,0,0.32,42.89,3.59,7.7,6.73,26.87,9.96,0.05,0,willamette,46.8,6.73,7.7,0.11,38.66,0,1.60036802,2.584962501,0.619106861,0.62105694
23786159,23786157,0.06,0,0.57,0.39,0.08,0.04,0,0.35,47.6,4.46,8.51,5.9,21.1,10.93,0,0,willamette,52.41,5.9,8.51,0.06,33.11,0,1.566342625,2.584962501,0.605944041,0.60496861
23786161,23786159,0.07,0,0.02,0.09,0.03,0.03,0,0.37,56.99,5.25,10.4,6.91,12.38,7.45,0,0,willamette,62.61,6.91,10.4,0.07,20,0,1.500668248,2.584962501,0.580537725,0.55240749
23786163,23786161,0.07,0,0.02,0.09,0.03,0.03,0,0.37,57.09,5.27,10.42,6.93,12.3,7.37,0,0,willamette,62.73,6.93,10.42,0.07,19.84,0,1.499176149,2.584962501,0.579960502,0.55147153
23786165,23787265,0,0,0.02,0.09,0.03,0.03,0,0.37,57.67,5.34,10.56,6.89,11.76,7.22,0,0,willamette,63.38,6.89,10.56,0,19.15,0,1.482036747,2.584962501,0.573330076,0.54572674
23786167,23786165,0,0,0.02,0.09,0.03,0.03,0,0.37,57.79,5.35,10.58,6.91,11.64,7.18,0,0,willamette,63.51,6.91,10.58,0,18.99,0,1.480336539,2.584962501,0.572672346,0.54461753
23786169,23786167,0,0,0.04,0.11,0.03,0.04,0,0.34,64.57,4.41,12.06,5.31,7.56,5.54,0,0,willamette,69.32,5.31,12.06,0,13.32,0,1.346785298,2.584962501,0.521007673,0.48436755
23786171,23786169,0,0,0,0,0,0,0,0.27,75.28,5.42,12.29,3.7,2.84,0.19,0,0,willamette,80.97,3.7,12.29,0,3.03,0,0.947074807,2.584962501,0.366378548,0.32699441
23786173,23786141,0.05,0,0.39,0.13,0.02,0.01,0.85,0.5,67.78,1.85,8.05,3.28,12.14,4.74,0.21,0.01,willamette,70.13,3.28,8.05,0.27,17.43,0.85,1.334122201,2.584962501,0.516108919,0.47016219
23786175,23786173,0.05,0,0.39,0.13,0.02,0.01,0.87,0.5,68.63,1.86,8.16,3.31,11.56,4.46,0.04,0,willamette,70.99,3.31,8.16,0.09,16.57,0.87,1.307034016,2.584962501,0.505629778,0.46075483
